page_id,word_count,content_age_days,days_since_update,monthly_traffic,search_volume,avg_position,ctr,engagement_rate,bounce_rate,backlinks,content_quality,refresh_score,priority
PAGE_0734,3205,363,872,40242,29031,49.38,0.0828,0.751,0.547,901,0.72,0.45818549272878684,Medium
PAGE_0735,1250,31,295,36568,9390,12.03,0.1131,0.178,0.36,72,0.37,0.4170998656816021,Medium
PAGE_0736,3135,404,239,30798,38467,33.45,0.123,0.537,0.335,448,0.5,0.35255750224241367,Medium
PAGE_0737,3580,322,592,10755,79978,30.87,0.0478,0.297,0.127,75,0.206,0.5953326168416523,Medium
PAGE_0738,3645,866,147,47997,90577,45.84,0.0175,0.254,0.753,697,0.755,0.5639650533489673,Medium
PAGE_0739,1453,1034,742,30175,79581,8.66,0.2373,0.789,0.46,589,0.458,0.5190629896870229,Medium
PAGE_0740,3039,582,406,9459,76398,37.84,0.0678,0.215,0.36,389,0.657,0.5146328828932707,Medium
PAGE_0741,3460,347,580,36761,30233,28.85,0.0676,0.498,0.477,576,0.965,0.44795412308776134,Medium
PAGE_0742,3824,410,569,39679,27152,14.46,0.03,0.898,0.755,341,0.44,0.4997624674823085,Medium
PAGE_0743,3801,43,800,42156,85589,24.25,0.2328,0.258,0.2,289,0.992,0.3229358284257046,Low
PAGE_0744,2042,533,113,33372,40575,17.36,0.1491,0.931,0.786,567,0.706,0.33121323871281694,Low
PAGE_0745,1697,260,483,42681,82766,29.39,0.1701,0.945,0.818,330,0.394,0.3923324286808518,Medium
PAGE_0746,2176,1137,696,14771,96722,44.56,0.2288,0.572,0.857,258,0.549,0.5543915129738143,Medium
PAGE_0747,1691,159,658,27148,57756,28.9,0.0929,0.245,0.418,425,0.792,0.46266190403383883,Medium
PAGE_0748,2717,867,543,10838,4733,31.95,0.1592,0.369,0.274,701,0.557,0.4747923464063238,Medium
PAGE_0749,1916,1198,634,26063,17404,26.42,0.0193,0.461,0.399,5,0.255,0.6929867349275453,High
PAGE_0750,3493,920,707,44054,97920,3.51,0.0548,0.363,0.366,5,0.335,0.6338116653437663,Medium
PAGE_0751,3342,57,416,6873,46646,12.41,0.2095,0.339,0.241,190,0.833,0.2641486846597442,Low
PAGE_0752,3181,95,379,36684,7108,25.11,0.194,0.926,0.586,147,0.719,0.2438101640794742,Low
PAGE_0753,1717,1216,325,29994,48391,16.2,0.0942,0.23,0.481,404,0.656,0.5672684331569248,Medium
PAGE_0754,2040,1282,287,817,27505,9.91,0.1004,0.723,0.793,257,0.334,0.6115200593268335,Medium
PAGE_0755,2576,290,110,11776,36486,25.7,0.1381,0.1,0.126,729,0.87,0.32317725772947925,Low
PAGE_0756,3736,1477,297,4534,91009,16.82,0.0101,0.607,0.615,478,0.969,0.5169160277806663,Medium
PAGE_0757,1945,489,448,49910,20927,13.65,0.0679,0.879,0.71,89,0.233,0.5395080783858828,Medium
PAGE_0758,2886,330,264,37925,33140,23.74,0.06,0.345,0.708,823,0.262,0.5511309376252685,Medium
PAGE_0759,2019,948,862,29200,60454,7.53,0.0701,0.258,0.809,863,0.908,0.6989637577474794,High
PAGE_0760,1888,1356,340,5094,78643,46.46,0.2034,0.654,0.683,9,0.852,0.4933739254646553,Medium
PAGE_0761,2356,316,842,4334,18257,43.52,0.0771,0.706,0.842,86,0.694,0.5274548297309545,Medium
PAGE_0762,1865,1448,386,3864,97793,35.67,0.056,0.685,0.366,761,0.956,0.49500036143564985,Medium
PAGE_0763,999,1063,242,44049,35415,6.2,0.131,0.371,0.503,837,0.717,0.5328750165343268,Medium
PAGE_0764,2180,659,603,37505,36032,39.02,0.2178,0.314,0.111,150,0.373,0.5067178781110209,Medium
PAGE_0765,1010,299,78,34972,21264,40.59,0.0679,0.913,0.106,987,0.783,0.22566234319047943,Low
PAGE_0766,3898,621,156,42315,14514,38.62,0.0288,0.885,0.292,624,0.717,0.37178000940672146,Medium
PAGE_0767,716,873,252,23285,14427,6.58,0.0955,0.489,0.181,29,0.989,0.39126799614280505,Medium
PAGE_0768,1824,891,308,43542,1046,32.55,0.1894,0.819,0.308,127,0.371,0.4440337834090504,Medium
PAGE_0769,1655,1414,437,41253,14793,41.88,0.1422,0.484,0.242,77,0.678,0.5226828561425868,Medium
PAGE_0770,2327,1310,534,12099,27341,29.29,0.206,0.461,0.123,420,0.824,0.40906472636897245,Medium
PAGE_0771,3641,162,323,36587,95890,32.67,0.2403,0.233,0.827,54,0.471,0.40336759992285187,Medium
PAGE_0772,3823,1329,825,2681,15640,23.46,0.2002,0.462,0.107,479,0.504,0.6555694331196331,High
PAGE_0773,3986,1001,306,2863,72355,26.91,0.1549,0.557,0.689,304,0.91,0.4040680289456284,Medium
PAGE_0774,2310,542,467,27474,64857,2.68,0.1284,0.119,0.222,545,0.523,0.48751281809327185,Medium
PAGE_0775,2992,342,136,38859,41303,32.31,0.0196,0.477,0.83,104,0.7,0.5314182254297957,Medium
PAGE_0776,3423,605,687,10631,25181,4.99,0.2462,0.764,0.814,171,0.911,0.3824710360797997,Medium
PAGE_0777,1705,915,449,25407,61961,22.32,0.102,0.678,0.623,498,0.368,0.46532079273798765,Medium
PAGE_0778,2714,1337,640,30935,11450,15.34,0.0465,0.64,0.638,21,0.986,0.518098970959983,Medium
PAGE_0779,590,1174,458,11164,55612,27.73,0.17,0.873,0.104,286,0.762,0.3528346921981961,Medium
PAGE_0780,1213,1160,404,11412,56909,7.54,0.0782,0.115,0.888,390,0.597,0.6210364018727466,Medium
PAGE_0781,2381,716,102,37648,97657,34.89,0.1506,0.573,0.802,616,0.545,0.46148835345120837,Medium
PAGE_0782,538,1257,663,37045,42932,39.96,0.1508,0.769,0.816,148,0.963,0.5450976565376293,Medium
PAGE_0783,3697,194,59,48037,28469,9.0,0.117,0.56,0.627,271,0.365,0.3100626591378266,Low
PAGE_0784,672,334,217,6576,31828,6.11,0.2107,0.375,0.376,787,0.449,0.30127502878779616,Low
PAGE_0785,1152,185,393,24665,17676,8.13,0.0736,0.216,0.815,298,0.446,0.5779942147926052,Medium
PAGE_0786,1253,1420,895,2482,29101,43.98,0.1177,0.854,0.333,171,0.431,0.6305969938931872,Medium
PAGE_0787,1743,649,829,49783,83484,26.88,0.139,0.5,0.55,46,0.575,0.6016144958872722,Medium
PAGE_0788,1581,1304,480,22563,490,23.9,0.1693,0.846,0.18,625,0.991,0.4139736563839199,Medium
PAGE_0789,2183,986,224,45376,87635,6.23,0.1982,0.598,0.838,786,0.911,0.3771588233252466,Medium
PAGE_0790,3023,363,185,33502,45536,32.83,0.1048,0.673,0.213,815,0.462,0.36479015308116775,Medium
PAGE_0791,955,998,201,26445,11669,43.53,0.1651,0.784,0.28,991,0.538,0.3892588653162346,Medium
PAGE_0792,1328,540,876,44864,13129,41.58,0.0461,0.66,0.547,206,0.736,0.5028050380387779,Medium
PAGE_0793,1394,1346,70,27046,22590,31.68,0.2338,0.438,0.711,452,0.214,0.47273287234536604,Medium
PAGE_0794,1884,1073,92,14262,45975,4.69,0.1019,0.537,0.595,394,0.856,0.5058012257639518,Medium
PAGE_0795,2458,311,52,49254,5967,6.51,0.1851,0.783,0.286,974,0.904,0.15398301508421006,Low
PAGE_0796,3572,826,389,46873,80920,3.42,0.0149,0.418,0.101,924,0.886,0.4695334112677708,Medium
PAGE_0797,2934,1054,104,8497,99615,13.62,0.0592,0.43,0.706,753,0.5,0.5388049219988078,Medium
PAGE_0798,2496,148,589,22435,9221,7.65,0.1269,0.181,0.888,300,0.57,0.5505439407785524,Medium
PAGE_0799,2895,1088,701,45195,1639,13.74,0.2208,0.877,0.748,707,0.21,0.5637795024012568,Medium
PAGE_0800,689,227,854,14494,91124,19.87,0.1365,0.177,0.468,675,0.52,0.5827500632327399,Medium
PAGE_0801,1004,514,147,27297,17127,47.21,0.2332,0.651,0.823,175,0.568,0.38004972533058784,Medium
PAGE_0802,1714,1112,641,22110,74329,30.91,0.1261,0.451,0.428,854,0.926,0.5262388481383394,Medium
PAGE_0803,2031,866,409,24223,9021,41.91,0.1277,0.445,0.52,782,0.915,0.4266013642474649,Medium
PAGE_0804,3940,1214,708,22487,50535,35.81,0.0387,0.678,0.482,109,0.973,0.5535663347715356,Medium
PAGE_0805,3980,1038,319,2990,10410,6.51,0.2026,0.157,0.458,683,0.908,0.39940129798475954,Medium
PAGE_0806,1323,720,469,27869,64065,37.06,0.0693,0.605,0.72,962,0.207,0.5848093431694363,Medium
PAGE_0807,1428,1259,697,43726,96544,14.48,0.2259,0.756,0.521,863,0.713,0.44202279954223805,Medium
PAGE_0808,1433,1065,36,8126,70022,32.32,0.2286,0.804,0.353,201,0.255,0.36350541599137215,Medium
PAGE_0809,1640,519,225,3406,97899,17.71,0.2364,0.245,0.307,167,0.418,0.38283994685973505,Medium
PAGE_0810,633,305,450,33765,94048,49.89,0.1349,0.863,0.13,613,0.663,0.33048422551622453,Low
PAGE_0811,2605,722,597,9377,82939,13.91,0.1725,0.658,0.567,85,0.76,0.41118075953589833,Medium
PAGE_0812,1184,271,862,42339,12342,14.68,0.1968,0.85,0.284,653,0.724,0.3315430298563526,Low
PAGE_0813,3219,1269,222,47764,9047,46.6,0.0414,0.512,0.219,958,0.239,0.6096343743890211,Medium
PAGE_0814,2720,1304,588,48108,71566,2.21,0.1542,0.561,0.623,848,0.283,0.5878014194447783,Medium
PAGE_0815,2352,155,177,14783,61916,35.14,0.0182,0.881,0.645,724,0.303,0.4797664865705702,Medium
PAGE_0816,1314,246,816,770,48885,36.54,0.1294,0.865,0.702,50,0.273,0.493376419837713,Medium
PAGE_0817,1672,1359,698,23775,607,41.98,0.0472,0.481,0.503,111,0.343,0.682333862228704,High
PAGE_0818,579,1238,231,17989,67072,48.75,0.0539,0.333,0.815,462,0.751,0.6189942953714123,Medium
PAGE_0819,3433,1092,473,44635,27251,48.8,0.0976,0.434,0.849,441,0.865,0.5911328569720429,Medium
PAGE_0820,3784,1276,448,13106,11718,4.2,0.1138,0.43,0.746,270,0.527,0.669004993326724,High
PAGE_0821,702,1237,456,48636,74386,41.27,0.1596,0.344,0.608,576,0.754,0.49026754209976026,Medium
PAGE_0822,3311,524,508,26631,16222,32.67,0.0279,0.328,0.343,343,0.36,0.5802746183897081,Medium
PAGE_0823,1752,456,504,21739,7454,32.72,0.1309,0.832,0.886,182,0.979,0.4041307933708956,Medium
PAGE_0824,2199,1231,155,16733,31079,7.29,0.0538,0.159,0.319,502,0.48,0.535995936144759,Medium
PAGE_0825,1750,948,424,34760,86536,32.86,0.1478,0.676,0.262,843,0.877,0.44473640901225453,Medium
PAGE_0826,2182,1481,846,3539,79476,49.14,0.163,0.247,0.454,9,0.956,0.6323771606331594,Medium
PAGE_0827,2055,1347,835,32272,52874,45.68,0.1436,0.393,0.145,493,0.892,0.5561100823343782,Medium
PAGE_0828,3973,180,605,35722,5137,22.52,0.1872,0.152,0.883,233,0.254,0.58129463121226,Medium
PAGE_0829,2594,413,354,11677,28733,2.96,0.0905,0.329,0.571,297,0.72,0.4058827053199504,Medium
PAGE_0830,1756,337,421,11863,24595,18.75,0.1936,0.753,0.546,243,0.296,0.35942070812625804,Medium
PAGE_0831,3876,1389,717,20276,64650,41.49,0.1139,0.852,0.625,508,0.205,0.6514146986272047,High
PAGE_0832,2049,775,657,44486,81484,35.37,0.1262,0.288,0.498,350,0.241,0.6284553837571618,Medium
PAGE_0833,1666,921,469,24355,36583,23.51,0.1655,0.494,0.126,266,0.933,0.4208112533235695,Medium
PAGE_0834,3986,404,233,41103,73473,3.7,0.0144,0.5,0.59,629,0.927,0.3949068075684728,Medium
PAGE_0835,1896,1061,515,20096,34169,21.92,0.167,0.843,0.673,655,0.381,0.48966237152117026,Medium
PAGE_0836,3830,1394,862,35486,7470,23.98,0.1585,0.748,0.433,892,0.638,0.6044150132248274,Medium
PAGE_0837,3203,158,60,21162,72047,46.5,0.0844,0.536,0.706,200,0.964,0.3105830596890342,Low
PAGE_0838,970,1044,417,36031,39233,32.41,0.0306,0.67,0.282,238,0.597,0.4581184347249682,Medium
PAGE_0839,3518,698,654,35810,96135,16.27,0.0318,0.82,0.277,333,0.515,0.483068735798515,Medium
PAGE_0840,1535,1405,463,34793,95861,26.74,0.2316,0.108,0.229,914,0.587,0.52590918261978,Medium
PAGE_0841,1853,1411,866,35840,792,4.24,0.1754,0.442,0.398,414,0.832,0.5893116724864353,Medium
PAGE_0842,3283,546,405,11805,29026,48.66,0.0405,0.871,0.778,968,0.582,0.489945748184997,Medium
PAGE_0843,3331,115,373,43508,99882,18.64,0.0956,0.729,0.762,483,0.827,0.33275263542082195,Low
PAGE_0844,1467,1228,472,28147,74084,24.42,0.1522,0.561,0.406,436,0.545,0.5183717798566521,Medium
PAGE_0845,857,1246,608,11066,43490,18.41,0.2105,0.55,0.571,998,0.402,0.596206795753781,Medium
PAGE_0846,3519,340,104,17474,49693,34.44,0.0205,0.396,0.677,245,0.461,0.3925154154229297,Medium
PAGE_0847,3979,1172,586,11238,75709,33.45,0.0668,0.542,0.293,857,0.262,0.6112871891397118,Medium
PAGE_0848,1167,1271,801,16035,5309,36.05,0.2235,0.657,0.235,7,0.598,0.4605075445352235,Medium
PAGE_0849,872,456,695,46013,6633,14.14,0.0122,0.456,0.878,151,0.318,0.6725574937816043,High
PAGE_0850,1531,1467,184,589,86697,16.47,0.0583,0.707,0.594,391,0.849,0.4620653421257264,Medium
PAGE_0851,1645,143,459,44616,7311,7.14,0.2402,0.832,0.885,210,0.536,0.3585189027137584,Medium
PAGE_0852,1871,1198,392,22360,10027,33.12,0.1572,0.231,0.37,366,0.812,0.5503735359564482,Medium
PAGE_0853,3223,332,477,26169,77563,2.95,0.0728,0.484,0.662,943,0.964,0.4093028930005348,Medium
PAGE_0854,589,773,263,19375,24694,30.29,0.0261,0.447,0.278,669,0.88,0.4134678830762789,Medium
PAGE_0855,3245,617,592,36384,74952,43.62,0.0168,0.684,0.309,569,0.961,0.43924668173923825,Medium
PAGE_0856,3887,1016,847,39278,77813,44.65,0.0687,0.312,0.51,85,0.654,0.6736293534857727,High
PAGE_0857,3749,374,291,32921,76482,23.0,0.2216,0.644,0.356,54,0.332,0.30800194519955065,Low
PAGE_0858,1039,843,856,17099,8033,23.51,0.1098,0.846,0.234,712,0.948,0.4413358875585647,Medium
PAGE_0859,3279,830,154,38812,40796,4.77,0.1829,0.455,0.31,633,0.895,0.30906418152808407,Low
PAGE_0860,1368,1054,274,40272,65549,33.87,0.2304,0.874,0.129,445,0.892,0.2536363973801314,Low
PAGE_0861,540,1200,571,33822,67716,41.24,0.1079,0.944,0.664,619,0.755,0.5268112285597724,Medium
PAGE_0862,1239,1340,514,10725,6189,12.99,0.0559,0.19,0.494,303,0.7,0.6664808037759355,High
PAGE_0863,2446,1106,151,1729,56648,21.64,0.1341,0.298,0.175,131,0.212,0.4560082028177431,Medium
PAGE_0864,3049,1357,154,11073,26223,42.1,0.2279,0.908,0.237,420,0.798,0.3178607984854448,Low
PAGE_0865,3506,1122,578,6959,7897,43.98,0.203,0.915,0.182,903,0.273,0.54971729204618,Medium
PAGE_0866,3716,390,199,41709,50113,12.92,0.0258,0.183,0.59,384,0.408,0.576918975002583,Medium
PAGE_0867,1724,1273,153,43407,8446,27.98,0.1762,0.113,0.175,987,0.641,0.4419076047612379,Medium
PAGE_0868,1428,1039,898,45550,85514,10.43,0.1473,0.237,0.703,197,0.561,0.6894159947508048,High
PAGE_0869,2536,733,64,36146,33772,5.99,0.2278,0.947,0.116,46,0.213,0.267668207583845,Low
PAGE_0870,3008,604,116,21939,17753,45.64,0.0394,0.253,0.3,739,0.859,0.4246547526801718,Medium
PAGE_0871,3279,1214,675,27316,49656,41.2,0.1382,0.527,0.813,756,0.903,0.5737302291191989,Medium
PAGE_0872,3299,1142,737,19045,26240,38.24,0.2211,0.821,0.675,202,0.745,0.4916599493722607,Medium
PAGE_0873,1424,717,815,6639,1284,3.39,0.1084,0.117,0.158,260,0.633,0.5509463925816956,Medium
PAGE_0874,3456,810,230,49622,34593,42.34,0.1257,0.614,0.757,689,0.969,0.44265426846660316,Medium
PAGE_0875,2081,614,398,33725,44248,22.46,0.0269,0.335,0.494,23,0.296,0.5929502475284926,Medium
PAGE_0876,3824,618,826,4986,24946,17.78,0.0768,0.833,0.777,686,0.79,0.5525322370095229,Medium
PAGE_0877,889,1212,106,45813,22295,27.78,0.0879,0.341,0.581,785,0.303,0.6095169299291008,Medium
PAGE_0878,2117,518,88,7585,5706,5.48,0.2368,0.684,0.645,339,0.505,0.3519374180681731,Medium
PAGE_0879,3430,1000,460,31555,4056,38.08,0.0778,0.673,0.895,411,0.668,0.6033104965366124,Medium
PAGE_0880,755,1377,667,46548,16655,29.54,0.1206,0.288,0.286,972,0.79,0.6267571446855844,Medium
PAGE_0881,1208,1434,529,16867,90485,10.14,0.1711,0.13,0.599,260,0.203,0.7428755982479883,High
PAGE_0882,2338,1155,138,47265,18790,10.22,0.0489,0.448,0.468,285,0.408,0.5181280924498046,Medium
PAGE_0883,2444,523,765,28553,58602,10.03,0.1267,0.346,0.132,512,0.631,0.4780029914419856,Medium
PAGE_0884,2997,48,307,10844,48949,3.79,0.1872,0.788,0.112,85,0.626,0.23827067220592377,Low
PAGE_0885,509,426,97,37202,26447,29.8,0.218,0.78,0.195,849,0.71,0.17673966825619253,Low
PAGE_0886,3371,1030,98,12326,98825,42.18,0.1603,0.488,0.619,429,0.443,0.4552334789758042,Medium
PAGE_0887,1297,1332,194,27969,91421,1.86,0.1706,0.616,0.554,580,0.632,0.4700836277454455,Medium
PAGE_0888,3813,880,518,22688,49156,3.4,0.0403,0.614,0.543,30,0.352,0.587910378403158,Medium
PAGE_0889,3822,1418,334,13540,63951,29.07,0.237,0.803,0.125,709,0.349,0.41901945136918484,Medium
PAGE_0890,1376,1384,703,31809,98334,41.16,0.0418,0.461,0.475,602,0.661,0.6342638038990084,Medium
PAGE_0891,1528,1397,394,47888,81602,17.01,0.1959,0.334,0.84,439,0.748,0.5688495809917063,Medium
PAGE_0892,3690,851,883,22595,96733,18.13,0.0736,0.325,0.418,984,0.296,0.6890996108743143,High
PAGE_0893,1515,484,850,37119,81518,30.22,0.2341,0.556,0.6,348,0.298,0.5733123532488631,Medium
PAGE_0894,2324,754,408,45048,70311,14.44,0.1828,0.482,0.724,894,0.652,0.4619611167735249,Medium
PAGE_0895,873,1118,372,49008,41950,2.3,0.1909,0.474,0.727,411,0.416,0.5232354202106682,Medium
PAGE_0896,3636,1129,583,1022,78645,37.03,0.0626,0.177,0.515,527,0.514,0.6875172106724324,High
PAGE_0897,2693,740,383,27626,27943,31.66,0.1163,0.711,0.786,309,0.521,0.40185530963377347,Medium
PAGE_0898,723,172,445,8057,62420,29.46,0.1583,0.282,0.413,948,0.343,0.4355217685588837,Medium
PAGE_0899,1762,946,138,48664,29893,37.34,0.1948,0.267,0.811,395,0.201,0.5259585961486234,Medium
PAGE_0900,2724,857,592,34098,39616,34.09,0.035,0.451,0.292,787,0.883,0.5263498719264235,Medium
PAGE_0901,2302,634,791,43495,17957,11.09,0.241,0.294,0.324,337,0.772,0.49179789874132995,Medium
PAGE_0902,1352,1470,526,24131,19727,18.27,0.2237,0.596,0.142,673,0.752,0.4943073248559294,Medium
PAGE_0903,3853,334,370,10106,61922,7.18,0.0749,0.416,0.736,436,0.637,0.4916739861431259,Medium
PAGE_0904,562,765,412,37801,84201,7.36,0.2075,0.482,0.434,703,0.761,0.35115504421223326,Medium
PAGE_0905,1740,320,562,47163,91661,34.13,0.1344,0.557,0.283,662,0.949,0.33803995736531967,Low
PAGE_0906,3374,131,329,26039,52348,43.07,0.1208,0.273,0.285,364,0.733,0.347811274029502,Low
PAGE_0907,3342,1320,168,49245,55898,48.17,0.0855,0.232,0.821,922,0.412,0.6495997961073974,Medium
PAGE_0908,1188,896,388,20424,93468,31.79,0.1494,0.848,0.767,112,0.656,0.4571862850937018,Medium
PAGE_0909,1984,997,865,22967,44216,10.02,0.1852,0.469,0.543,784,0.554,0.5713866117204657,Medium
PAGE_0910,2133,1003,528,303,75418,6.18,0.1086,0.45,0.593,175,0.645,0.5230572134091727,Medium
PAGE_0911,2652,871,414,16644,88002,40.83,0.161,0.13,0.479,148,0.614,0.4957260263440405,Medium
PAGE_0912,3670,991,633,15999,28657,29.36,0.1778,0.523,0.413,177,0.887,0.43940959349303405,Medium
PAGE_0913,1010,971,309,29163,71434,31.3,0.1807,0.571,0.832,935,0.721,0.5193606431394152,Medium
PAGE_0914,884,1056,666,25444,75263,39.29,0.0225,0.575,0.2,381,0.351,0.5933102418108013,Medium
PAGE_0915,904,114,512,3848,78102,35.46,0.2163,0.701,0.435,222,0.25,0.3736018594492655,Medium
PAGE_0916,3370,357,140,39586,42714,41.89,0.12,0.251,0.376,258,0.539,0.42366435336153896,Medium
PAGE_0917,1017,845,895,1193,12820,3.75,0.073,0.314,0.499,784,0.212,0.719552504148535,High
PAGE_0918,975,483,168,15328,57708,37.63,0.068,0.789,0.466,188,0.455,0.36165325410497634,Medium
PAGE_0919,2500,658,464,20984,72195,42.69,0.1259,0.905,0.515,305,0.494,0.46225699527842296,Medium
PAGE_0920,3256,1274,538,25283,84794,15.02,0.2228,0.216,0.212,377,0.5,0.5407678358133233,Medium
PAGE_0921,2168,1207,302,16134,96552,32.38,0.1008,0.523,0.511,601,0.983,0.4027498123688157,Medium
PAGE_0922,2393,694,128,5810,87693,16.39,0.1899,0.282,0.294,342,0.443,0.4297594208576062,Medium
PAGE_0923,3318,41,793,42600,35992,47.94,0.0332,0.151,0.247,773,0.412,0.5905702799819895,Medium
PAGE_0924,1960,1186,879,19359,77342,2.64,0.1243,0.377,0.152,155,0.304,0.6596916812595741,High
PAGE_0925,3594,333,133,36059,77706,29.41,0.248,0.222,0.71,711,0.609,0.4060484601264218,Medium
PAGE_0926,3544,1346,243,33557,1024,9.16,0.1949,0.703,0.442,54,0.323,0.5044406977720435,Medium
PAGE_0927,3224,1004,790,20243,51422,35.9,0.0605,0.554,0.601,765,0.693,0.6600604764854086,High
PAGE_0928,1213,1353,693,2203,26578,9.62,0.1303,0.222,0.682,441,0.324,0.757712047721556,High
PAGE_0929,582,812,791,465,71142,12.53,0.0661,0.108,0.643,684,0.661,0.6981957641667649,High
PAGE_0930,1668,72,816,46878,46518,25.22,0.1083,0.787,0.476,199,0.861,0.34642684794921885,Low
PAGE_0931,3656,973,194,44635,62317,45.83,0.1972,0.25,0.41,402,0.234,0.44328042670643586,Medium
PAGE_0932,3649,372,882,16203,90240,11.37,0.1951,0.615,0.401,613,0.536,0.49156521448528606,Medium
PAGE_0933,3004,1379,549,32610,80946,8.07,0.0647,0.386,0.612,796,0.569,0.7025461888389206,High
PAGE_0934,2401,527,313,24576,73862,38.19,0.2313,0.598,0.496,662,0.833,0.2896370202951697,Low
PAGE_0935,2548,393,546,12842,11881,25.53,0.1522,0.368,0.779,622,0.574,0.47455044802035296,Medium
PAGE_0936,550,920,686,12491,5615,45.68,0.1012,0.174,0.8,927,0.654,0.6680706152149165,High
PAGE_0937,1184,456,642,37040,36233,8.18,0.1305,0.29,0.236,777,0.833,0.398555023958988,Medium
PAGE_0938,1216,1034,193,29001,82608,32.65,0.1552,0.26,0.209,602,0.648,0.4277186202318408,Medium
PAGE_0939,1969,50,688,32101,97728,12.41,0.1444,0.464,0.604,176,0.487,0.4602123613500975,Medium
PAGE_0940,948,436,93,15723,77046,8.68,0.1267,0.66,0.341,448,0.269,0.3578462989099528,Medium
PAGE_0941,1380,648,120,2478,85158,34.49,0.1312,0.324,0.115,742,0.784,0.3919295972038257,Medium
PAGE_0942,987,1044,146,21472,9195,30.09,0.0523,0.11,0.811,540,0.897,0.5418447006906225,Medium
PAGE_0943,2323,365,895,44899,88683,37.99,0.2051,0.541,0.282,954,0.976,0.3908478163739088,Medium
PAGE_0944,2581,1170,296,38537,20570,16.16,0.14,0.615,0.843,300,0.941,0.4414630917247006,Medium
PAGE_0945,3919,1177,851,35603,43229,22.95,0.0415,0.918,0.674,706,0.838,0.6370556655519182,Medium
PAGE_0946,2642,428,714,30846,8631,20.87,0.1939,0.601,0.71,306,0.715,0.45310576761012594,Medium
PAGE_0947,3643,822,588,28023,37138,49.22,0.2338,0.5,0.261,750,0.825,0.42573591402499966,Medium
PAGE_0948,2074,744,169,9967,88039,15.32,0.2374,0.587,0.287,868,0.546,0.24370234215828365,Low
PAGE_0949,2701,80,275,41358,42774,15.45,0.0986,0.889,0.517,990,0.676,0.3036738483387261,Low
PAGE_0950,749,353,690,33824,94758,18.37,0.0425,0.804,0.238,895,0.479,0.47211382606969726,Medium
PAGE_0951,1173,818,787,9406,82576,28.67,0.1344,0.375,0.344,266,0.461,0.6068612538927203,Medium
PAGE_0952,937,170,424,39491,29931,13.36,0.037,0.302,0.357,213,0.805,0.41292892533194997,Medium
PAGE_0953,2665,499,516,15008,57274,45.85,0.2342,0.323,0.228,593,0.563,0.4155847444317348,Medium
PAGE_0954,1270,816,505,27181,11379,14.02,0.0541,0.529,0.264,639,0.37,0.5274891567863643,Medium
PAGE_0955,3877,1387,546,37328,38320,44.89,0.0707,0.732,0.731,482,0.362,0.6622093820337923,High
PAGE_0956,767,993,213,23486,60710,6.07,0.1076,0.528,0.234,261,0.887,0.41568188005098267,Medium
PAGE_0957,2484,1037,49,46854,52819,33.17,0.102,0.158,0.123,66,0.742,0.3935124699757588,Medium
PAGE_0958,1577,402,587,45506,53151,45.44,0.2007,0.715,0.603,573,0.637,0.42349198456637116,Medium
PAGE_0959,735,523,553,28402,72113,9.27,0.1195,0.785,0.881,132,0.521,0.517219299381803,Medium
PAGE_0960,888,780,611,19312,56752,48.45,0.051,0.346,0.365,648,0.545,0.5702675538485596,Medium
PAGE_0961,3537,1209,558,35718,65624,23.19,0.0741,0.665,0.195,539,0.246,0.5632938021389207,Medium
PAGE_0962,1262,320,176,46167,83036,47.34,0.1322,0.463,0.556,511,0.564,0.3187829117437537,Low
PAGE_0963,2348,1197,695,10798,6570,34.16,0.0454,0.856,0.825,210,0.836,0.604346465753676,Medium
PAGE_0964,2948,135,333,4694,67698,15.78,0.1568,0.818,0.727,987,0.51,0.3478099498299721,Low
PAGE_0965,1123,1473,649,25625,41898,10.23,0.1458,0.547,0.598,986,0.507,0.6539161749827898,High
PAGE_0966,3314,699,777,14382,53573,15.88,0.1815,0.688,0.352,716,0.213,0.5407566056481368,Medium
PAGE_0967,3874,31,849,49153,19980,5.56,0.235,0.851,0.534,252,0.566,0.4014535191308421,Medium
PAGE_0968,3466,618,893,14434,44539,8.05,0.2289,0.521,0.173,37,0.22,0.5415063229650265,Medium
PAGE_0969,3778,673,611,29279,14408,6.13,0.2371,0.366,0.643,42,0.656,0.57106724743268,Medium
PAGE_0970,1752,119,724,6744,91663,21.72,0.0687,0.741,0.68,628,0.605,0.5010453546216791,Medium
PAGE_0971,3400,1398,791,35718,96356,39.98,0.0416,0.287,0.872,404,0.872,0.7183536600955214,High
PAGE_0972,1077,379,257,47801,35181,7.93,0.0825,0.43,0.308,986,0.665,0.4148802341201528,Medium
PAGE_0973,2622,1316,131,33033,75342,7.39,0.2248,0.836,0.115,701,0.459,0.39087489947392623,Medium
PAGE_0974,934,1404,616,43569,50483,32.53,0.2433,0.716,0.536,45,0.613,0.5234058086203608,Medium
PAGE_0975,2650,1161,446,33787,9937,10.66,0.2162,0.443,0.665,453,0.76,0.429762379454842,Medium
PAGE_0976,3993,1092,245,41173,52251,5.78,0.0364,0.283,0.732,677,0.275,0.6709652505645326,High
PAGE_0977,1263,938,436,17475,36924,9.18,0.2374,0.403,0.255,304,0.697,0.38386940013741006,Medium
PAGE_0978,3285,188,428,48583,33173,46.26,0.1116,0.341,0.309,714,0.933,0.3188100013753936,Low
